   2.4482660e+02   4.8807230e+00
   2.3958390e+02   4.8429590e+00
   2.3456420e+02   4.8072570e+00
   2.2975160e+02   4.7734910e+00
   2.2513180e+02   4.7415400e+00
   2.2069230e+02   4.7112880e+00
   2.1642170e+02   4.6826270e+00
   2.1230990e+02   4.6554560e+00
   2.0834760e+02   4.6296790e+00
   2.0452640e+02   4.6052070e+00
   2.0083870e+02   4.5819560e+00
   1.9727730e+02   4.5598480e+00
   1.9383580e+02   4.5388110e+00
   1.9050810e+02   4.5187790e+00
   1.8728870e+02   4.4996870e+00
   1.8417240e+02   4.4814780e+00
   1.8115420e+02   4.4640990e+00
   1.7822980e+02   4.4474980e+00
   1.7539480e+02   4.4316290e+00
   1.7264540e+02   4.4164500e+00
   1.6997760e+02   4.4019180e+00
   1.6738810e+02   4.3879990e+00
   1.6487340e+02   4.3746550e+00
   1.6243050e+02   4.3618560e+00
   1.6005650e+02   4.3495710e+00
   1.5774840e+02   4.3377720e+00
   1.5550370e+02   4.3264320e+00
   1.5331980e+02   4.3155280e+00
   1.5119430e+02   4.3050360e+00
   1.4912510e+02   4.2949360e+00
   1.4710990e+02   4.2852070e+00
   1.4514670e+02   4.2758310e+00
   1.4323360e+02   4.2667910e+00
   1.4136860e+02   4.2580700e+00
   1.3955010e+02   4.2496530e+00
   1.3777640e+02   4.2415250e+00
   1.3604580e+02   4.2336740e+00
   1.3435690e+02   4.2260860e+00
   1.3270820e+02   4.2187490e+00
   1.3109820e+02   4.2116540e+00
   1.2952570e+02   4.2047870e+00
   1.2798940e+02   4.1981410e+00
   1.2648810e+02   4.1917060e+00
   1.2502060e+02   4.1854720e+00
   1.2358580e+02   4.1794310e+00
   1.2218260e+02   4.1735760e+00
   1.2081010e+02   4.1678990e+00
   1.1946720e+02   4.1623920e+00
   1.1815300e+02   4.1570500e+00
   1.1686660e+02   4.1518650e+00
   1.1560710e+02   4.1468320e+00
   1.1437380e+02   4.1419450e+00
   1.1316570e+02   4.1371990e+00
   1.1198230e+02   4.1325870e+00
   1.1082270e+02   4.1281060e+00
   1.0968610e+02   4.1237510e+00
   1.0857210e+02   4.1195160e+00
   1.0747980e+02   4.1153990e+00
   1.0640870e+02   4.1113940e+00
   1.0535820e+02   4.1074980e+00
   1.0432770e+02   4.1037070e+00
   1.0331660e+02   4.1000170e+00
   1.0232440e+02   4.0964260e+00
   1.0135050e+02   4.0929290e+00
   1.0039450e+02   4.0895240e+00
   9.9452600e+01   4.0863460e+00
   9.8531050e+01   4.0831120e+00
   9.7625980e+01   4.0799610e+00
   9.6736960e+01   4.0768900e+00
   9.5863550e+01   4.0738980e+00
   9.5005360e+01   4.0709800e+00
   9.4162010e+01   4.0681360e+00
   9.3333110e+01   4.0653630e+00
   9.2518300e+01   4.0626580e+00
   9.1717230e+01   4.0600190e+00
   9.0929550e+01   4.0574450e+00
   9.0154950e+01   4.0549340e+00
   8.9393100e+01   4.0524830e+00
   8.8643690e+01   4.0500910e+00
   8.7906430e+01   4.0477560e+00
   8.7181020e+01   4.0454760e+00
   8.6467190e+01   4.0432500e+00
   8.5764670e+01   4.0410760e+00
   8.5073190e+01   4.0389530e+00
   8.4392510e+01   4.0368790e+00
   8.3722360e+01   4.0348520e+00
   8.3062520e+01   4.0328720e+00
   8.2412750e+01   4.0309370e+00
   8.1772830e+01   4.0290450e+00
   8.1142540e+01   4.0271960e+00
   8.0521670e+01   4.0253880e+00
   7.9910000e+01   4.0236200e+00
   7.9307350e+01   4.0218910e+00
   7.8713510e+01   4.0202000e+00
   7.8128310e+01   4.0185450e+00
   7.7551550e+01   4.0169270e+00
   7.6983050e+01   4.0153420e+00
   7.6422650e+01   4.0137920e+00
   7.5870180e+01   4.0122740e+00
   7.5325470e+01   4.0107890e+00
   7.4788360e+01   4.0093340e+00
   7.4258700e+01   4.0079090e+00
   7.3736340e+01   4.0065140e+00
   7.3221130e+01   4.0051470e+00
   7.2712930e+01   4.0038070e+00
   7.2211590e+01   4.0024950e+00
   7.1716990e+01   4.0012090e+00
   7.1229000e+01   3.9999480e+00
   7.0747470e+01   3.9987120e+00
   7.0272300e+01   3.9975000e+00
   6.9803350e+01   3.9963110e+00
   6.9340510e+01   3.9951450e+00
   6.8883660e+01   3.9940020e+00
   6.8432700e+01   3.9928790e+00
   6.7987500e+01   3.9917780e+00
   6.7547960e+01   3.9906970e+00
   6.7113980e+01   3.9896360e+00
   6.6685450e+01   3.9885950e+00
   6.6262280e+01   3.9875720e+00
   6.5844360e+01   3.9865670e+00
   6.5431610e+01   3.9855800e+00
   6.5023930e+01   3.9846100e+00
   6.4621220e+01   3.9836570e+00
   6.4223410e+01   3.9827200e+00
   6.3830400e+01   3.9817990e+00
   6.3442110e+01   3.9808940e+00
   6.3058460e+01   3.9800030e+00
   6.2679360e+01   3.9791270e+00
   6.2304750e+01   3.9782660e+00
   6.1934530e+01   3.9774180e+00
   6.1568640e+01   3.9765840e+00
   6.1207010e+01   3.9757620e+00
   6.0849550e+01   3.9749540e+00
   6.0496210e+01   3.9741580e+00
   6.0146900e+01   3.9733740e+00
   5.9801570e+01   3.9726010e+00
   5.9460150e+01   3.9718400e+00
   5.9122580e+01   3.9710900e+00
   5.8788780e+01   3.9703510e+00
   5.8458710e+01   3.9696220e+00
   5.8132290e+01   3.9689030e+00
   5.7809480e+01   3.9681950e+00
   5.7490210e+01   3.9674960e+00
   5.7174430e+01   3.9668060e+00
   5.6862070e+01   3.9661250e+00
   5.6553100e+01   3.9654540e+00
   5.6247440e+01   3.9647900e+00
   5.5945060e+01   3.9641360e+00
   5.5645900e+01   3.9634890e+00
   5.5349920e+01   3.9628500e+00
   5.5057050e+01   3.9622190e+00
   5.4767260e+01   3.9615950e+00
   5.4480490e+01   3.9609790e+00
   5.4196710e+01   3.9603700e+00
   5.3915860e+01   3.9597670e+00
   5.3637910e+01   3.9591710e+00
   5.3362800e+01   3.9585820e+00
   5.3090500e+01   3.9579990e+00
   5.2820970e+01   3.9574220e+00
   5.2554160e+01   3.9568510e+00
   5.2290030e+01   3.9562850e+00
   5.2028550e+01   3.9557250e+00
   5.1769670e+01   3.9551710e+00
   5.1513370e+01   3.9546220e+00
   5.1259590e+01   3.9540780e+00
   5.1008310e+01   3.9535390e+00
   5.0759490e+01   3.9530050e+00
   5.0513090e+01   3.9524750e+00
   5.0269080e+01   3.9519510e+00
   5.0027430e+01   3.9514300e+00
   4.9788100e+01   3.9509140e+00
   4.9551060e+01   3.9504020e+00
   4.9316280e+01   3.9498930e+00
   4.9083720e+01   3.9493890e+00
   4.8853370e+01   3.9488890e+00
   4.8625170e+01   3.9483920e+00
   4.8399120e+01   3.9478980e+00
   4.8175170e+01   3.9474090e+00
   4.7953310e+01   3.9469220e+00
   4.7733490e+01   3.9464390e+00
   4.7515700e+01   3.9459580e+00
   4.7299900e+01   3.9454810e+00
   4.7086070e+01   3.9450070e+00
   4.6874180e+01   3.9445350e+00
