0.01 0.0022 206.391 77.4607 79.4222 5.57601e-16 5.70946e-15 7.56275e-13 77.4607 206.391 79.4222 -1.5963e-15 -3.70152e-16 4.3992e-13 79.4222 79.4222 213.27 -2.85599e-16 1.46806e-15 3.28411e-13 5.57601e-16 -1.5963e-15 -2.85599e-16 61.6246 1.02031e-14 -5.34863e-16 5.70946e-15 -3.70152e-16 1.46806e-15 1.02031e-14 61.6246 -8.02444e-16 7.56275e-13 4.3992e-13 3.28411e-13 -5.34863e-16 -8.02444e-16 64.4652
0.01 0.0024 204.719 76.9907 78.8333 5.98528e-16 6.14391e-15 8.10867e-13 76.9907 204.719 78.8333 -1.71733e-15 -3.92843e-16 4.72156e-13 78.8333 78.8333 212.912 -3.07625e-16 1.58128e-15 3.52246e-13 5.98528e-16 -1.71733e-15 -3.07625e-16 61.3082 1.10167e-14 -5.75081e-16 6.14391e-15 -3.92843e-16 1.58128e-15 1.10167e-14 61.3082 -8.62783e-16 8.10867e-13 4.72156e-13 3.52246e-13 -5.75081e-16 -8.62783e-16 63.8644
0.01 0.0026 203.075 76.5256 78.2532 6.38085e-16 6.56617e-15 8.63492e-13 76.5256 203.075 78.2532 -1.8349e-15 -4.14088e-16 5.03301e-13 78.2532 78.2532 212.559 -3.29077e-16 1.69155e-15 3.75242e-13 6.38085e-16 -1.8349e-15 -3.29077e-16 60.9951 1.18132e-14 -6.14098e-16 6.56617e-15 -4.14088e-16 1.69155e-15 1.18132e-14 60.9951 -9.2132e-16 8.63492e-13 5.03301e-13 3.75242e-13 -6.14098e-16 -9.2132e-16 63.2746
0.01 0.0028 201.457 76.0654 77.6818 6.7632e-16 6.97661e-15 9.14227e-13 76.0654 201.457 77.6818 -1.94912e-15 -4.33958e-16 5.33394e-13 77.6818 77.6818 212.211 -3.4997e-16 1.79894e-15 3.97429e-13 6.7632e-16 -1.94912e-15 -3.4997e-16 60.6852 1.25929e-14 -6.51956e-16 6.97661e-15 -4.33958e-16 1.79894e-15 1.25929e-14 60.6852 -9.78117e-16 9.14227e-13 5.33394e-13 3.97429e-13 -6.51956e-16 -9.78117e-16 62.6957
0.01 0.003 199.865 75.6101 77.1187 7.13283e-16 7.3756e-15 9.63144e-13 75.6101 199.865 77.1187 -2.06009e-15 -4.52523e-16 5.62475e-13 77.1187 77.1187 211.867 -3.7032e-16 1.90355e-15 4.18839e-13 7.13283e-16 -2.06009e-15 -3.7032e-16 60.3783 1.33563e-14 -6.88691e-16 7.3756e-15 -4.52523e-16 1.90355e-15 1.33563e-14 60.3783 -1.03323e-15 9.63144e-13 5.62475e-13 4.18839e-13 -6.88691e-16 -1.03323e-15 62.1272
0.01 0.0032 198.297 75.1595 76.5639 7.49019e-16 7.7635e-15 1.01031e-12 75.1595 198.297 76.5639 -2.16791e-15 -4.69847e-16 5.90578e-13 76.5639 76.5639 211.528 -3.90144e-16 2.00545e-15 4.39501e-13 7.49019e-16 -2.16791e-15 -3.90144e-16 60.0746 1.41038e-14 -7.24341e-16 7.7635e-15 -4.69847e-16 2.00545e-15 1.41038e-14 60.0746 -1.08671e-15 1.01031e-12 5.90578e-13 4.39501e-13 -7.24341e-16 -1.08671e-15 61.569
0.01 0.0034 196.755 74.7137 76.0172 7.83572e-16 8.14064e-15 1.0558e-12 74.7137 196.755 76.0172 -2.27269e-15 -4.8599e-16 6.1774e-13 76.0172 76.0172 211.193 -4.09455e-16 2.10471e-15 4.59442e-13 7.83572e-16 -2.27269e-15 -4.09455e-16 59.7739 1.48356e-14 -7.58941e-16 8.14064e-15 -4.8599e-16 2.10471e-15 1.48356e-14 59.7739 -1.13862e-15 1.0558e-12 6.1774e-13 4.59442e-13 -7.58941e-16 -1.13862e-15 61.0207
0.01 0.0036 195.237 74.2725 75.4783 8.16985e-16 8.50735e-15 1.09967e-12 74.2725 195.237 75.4783 -2.37452e-15 -5.01012e-16 6.43994e-13 75.4783 75.4783 210.863 -4.28269e-16 2.20142e-15 4.7869e-13 8.16985e-16 -2.37452e-15 -4.28269e-16 59.4762 1.55522e-14 -7.92524e-16 8.50735e-15 -5.01012e-16 2.20142e-15 1.55522e-14 59.4762 -1.18901e-15 1.09967e-12 6.43994e-13 4.7869e-13 -7.92524e-16 -1.18901e-15 60.4821
0.01 0.0038 193.742 73.836 74.9472 8.49297e-16 8.86395e-15 1.14198e-12 73.836 193.742 74.9472 -2.47349e-15 -5.14968e-16 6.69372e-13 74.9472 74.9472 210.537 -4.46599e-16 2.29564e-15 4.97269e-13 8.49297e-16 -2.47349e-15 -4.46599e-16 59.1815 1.62539e-14 -8.25125e-16 8.86395e-15 -5.14968e-16 2.29564e-15 1.62539e-14 59.1815 -1.23792e-15 1.14198e-12 6.69372e-13 4.97269e-13 -8.25125e-16 -1.23792e-15 59.9529
0.01 0.004 192.27 73.404 74.4237 8.80547e-16 9.21074e-15 1.1828e-12 73.404 192.27 74.4237 -2.56969e-15 -5.27909e-16 6.93904e-13 74.4237 74.4237 210.215 -4.64458e-16 2.38744e-15 5.15204e-13 8.80547e-16 -2.56969e-15 -4.64458e-16 58.8897 1.69411e-14 -8.56773e-16 9.21074e-15 -5.27909e-16 2.38744e-15 1.69411e-14 58.8897 -1.2854e-15 1.1828e-12 6.93904e-13 5.15204e-13 -8.56773e-16 -1.2854e-15 59.4329
