2 2637.374 6.071218 9.178719
3 1706.023 6.704008 7.612973
4 1306.069 6.810968 6.795851
5 1077.307 6.755931 6.232784
6 926.9296 6.643965 5.826250
7 819.2015 6.515316 5.528141
8 737.4023 6.386517 5.304355
9 672.6717 6.264129 5.131506
10 619.8613 6.150404 4.994577
11 575.7560 6.045764 4.884099
12 538.2315 5.949882 4.793940
13 505.8206 5.862153 4.719894
14 477.4739 5.781890 4.658889
15 452.4187 5.708411 4.608563
16 430.0730 5.641069 4.567035
17 409.9889 5.579269 4.532777
18 391.8161 5.522471 4.504530
19 375.2760 5.470186 4.481260
20 360.1440 5.421974 4.462107
21 346.2369 5.377441 4.446363
22 333.4034 5.336234 4.433441
23 321.5174 5.298038 4.422854
24 310.4727 5.262572 4.414201
25 300.1790 5.229581 4.407149
26 290.5594 5.198843 4.401422
27 281.5473 5.170153 4.396792
28 273.0851 5.143333 4.393069
29 265.1225 5.118219 4.390096
30 257.6155 5.094666 4.387742
31 250.5251 5.072543 4.385899
32 243.8169 5.051732 4.384477
33 237.4603 5.032127 4.383400
34 231.4280 5.013633 4.382605
35 225.6954 4.996162 4.382042
36 220.2404 4.979636 4.381666
37 215.0433 4.963984 4.381441
38 210.0859 4.949141 4.381338
39 205.3520 4.935049 4.381330
40 200.8267 4.921654 4.381398
41 196.4964 4.908907 4.381523
42 192.3488 4.896763 4.381692
43 188.3725 4.885183 4.381892
44 184.5570 4.874127 4.382114
45 180.8929 4.863563 4.382350
46 177.3712 4.853459 4.382591
47 173.9839 4.843785 4.382834
48 170.7233 4.834515 4.383074
49 167.5825 4.825624 4.383306
50 164.5551 4.817090 4.383529
51 161.6349 4.808892 4.383738
52 158.8165 4.801010 4.383934
53 156.0945 4.793426 4.384113
54 153.4642 4.786123 4.384276
55 150.9210 4.779086 4.384420
56 148.4606 4.772301 4.384546
57 146.0791 4.765753 4.384653
58 143.7727 4.759431 4.384741
59 141.5380 4.753323 4.384809
60 139.3717 4.747418 4.384857
61 137.2707 4.741705 4.384886
62 135.2321 4.736175 4.384896
63 133.2531 4.730819 4.384886
64 131.3313 4.725629 4.384857
65 129.4641 4.720596 4.384809
66 127.6493 4.715714 4.384743
67 125.8847 4.710975 4.384658
68 124.1682 4.706373 4.384555
69 122.4980 4.701902 4.384433
70 120.8722 4.697555 4.384295
71 119.2890 4.693328 4.384139
72 117.7468 4.689215 4.383965
73 116.2441 4.685212 4.383775
74 114.7793 4.681313 4.383568
75 113.3510 4.677514 4.383345
76 111.9579 4.673811 4.383106
77 110.5988 4.670201 4.382851
78 109.2723 4.666679 4.382580
79 107.9773 4.663242 4.382293
80 106.7127 4.659886 4.381992
81 105.4776 4.656609 4.381675
82 104.2707 4.653407 4.381343
83 103.0913 4.650277 4.380996
84 101.9384 4.647218 4.380635
85 100.8110 4.644225 4.380260
86 99.70846 4.641297 4.379869
87 98.62984 4.638431 4.379465
88 97.57441 4.635625 4.379047
89 96.54143 4.632877 4.378615
90 95.53019 4.630184 4.378168
91 94.54003 4.627545 4.377708
92 93.57029 4.624958 4.377235
93 92.62034 4.622421 4.376747
94 91.68960 4.619932 4.376247
95 90.77749 4.617490 4.375732
96 89.88346 4.615092 4.375204
97 89.00697 4.612739 4.374663
98 88.14752 4.610427 4.374109
99 87.30463 4.608156 4.373541
100 86.47781 4.605924 4.372960
101 85.66661 4.603730 4.372365
102 84.87061 4.601573 4.371757
103 84.08938 4.599451 4.371137
104 83.32251 4.597364 4.370502
105 82.56961 4.595310 4.369855
106 81.83031 4.593288 4.369195
107 81.10425 4.591297 4.368521
108 80.39107 4.589337 4.367834
109 79.69043 4.587406 4.367134
110 79.00202 4.585503 4.366420
111 78.32552 4.583628 4.365693
112 77.66061 4.581779 4.364953
113 77.00702 4.579956 4.364200
114 76.36444 4.578158 4.363433
115 75.73262 4.576384 4.362653
116 75.11128 4.574634 4.361859
117 74.50017 4.572907 4.361052
118 73.89904 4.571201 4.360231
119 73.30764 4.569517 4.359397
120 72.72575 4.567854 4.358549
121 72.15314 4.566211 4.357687
122 71.58959 4.564587 4.356811
123 71.03489 4.562982 4.355922
124 70.48884 4.561396 4.355019
125 69.95123 4.559827 4.354101
126 69.42187 4.558276 4.353170
127 68.90058 4.556741 4.352224
128 68.38718 4.555223 4.351265
129 67.88148 4.553721 4.350291
130 67.38333 4.552233 4.349302
131 66.89254 4.550761 4.348300
132 66.40897 4.549303 4.347282
133 65.93245 4.547859 4.346250
134 65.46284 4.546428 4.345204
135 64.99998 4.545011 4.344142
136 64.54374 4.543606 4.343066
137 64.09398 4.542214 4.341975
138 63.65055 4.540833 4.340869
139 63.21333 4.539464 4.339747
140 62.78219 4.538107 4.338610
141 62.35700 4.536760 4.337458
142 61.93765 4.535424 4.336291
143 61.52402 4.534098 4.335108
144 61.11598 4.532782 4.333909
145 60.71344 4.531475 4.332694
146 60.31628 4.530178 4.331464
147 59.92440 4.528890 4.330218
148 59.53769 4.527610 4.328955
149 59.15605 4.526339 4.327677
150 58.77939 4.525076 4.326382
151 58.40761 4.523821 4.325071
152 58.04062 4.522573 4.323743
153 57.67832 4.521333 4.322399
154 57.32063 4.520100 4.321038
155 56.96747 4.518873 4.319660
156 56.61874 4.517654 4.318266
157 56.27437 4.516440 4.316854
158 55.93428 4.515233 4.315425
159 55.59839 4.514032 4.313980
160 55.26662 4.512836 4.312516
161 54.93890 4.511646 4.311036
162 54.61516 4.510461 4.309538
163 54.29532 4.509281 4.308022
164 53.97933 4.508106 4.306489
165 53.66710 4.506936 4.304938
166 53.35858 4.505770 4.303369
167 53.05369 4.504608 4.301782
168 52.75239 4.503451 4.300177
169 52.45460 4.502297 4.298553
170 52.16027 4.501147 4.296912
171 51.86934 4.500001 4.295252
172 51.58175 4.498858 4.293574
173 51.29744 4.497719 4.291877
174 51.01636 4.496582 4.290161
175 50.73846 4.495449 4.288427
176 50.46369 4.494318 4.286674
177 50.19199 4.493190 4.284903
178 49.92331 4.492064 4.283112
179 49.65760 4.490940 4.281302
180 49.39482 4.489819 4.279474
181 49.13493 4.488700 4.277626
182 48.87786 4.487582 4.275759
183 48.62359 4.486466 4.273872
184 48.37205 4.485352 4.271967
185 48.12323 4.484240 4.270042
186 47.87706 4.483129 4.268097
187 47.63351 4.482019 4.266134
188 47.39253 4.480910 4.264150
189 47.15410 4.479802 4.262147
190 46.91817 4.478695 4.260125
191 46.68470 4.477588 4.258083
192 46.45365 4.476483 4.256021
193 46.22499 4.475377 4.253939
194 45.99869 4.474273 4.251838
195 45.77470 4.473168 4.249717
196 45.55299 4.472064 4.247576
197 45.33354 4.470960 4.245415
198 45.11630 4.469856 4.243235
199 44.90125 4.468751 4.241035
200 44.68834 4.467647 4.238815
201 44.47757 4.466542 4.236575
202 44.26888 4.465437 4.234316
203 44.06225 4.464331 4.232037
204 43.85765 4.463225 4.229738
205 43.65506 4.462118 4.227419
206 43.45444 4.461010 4.225080
207 43.25577 4.459902 4.222722
208 43.05902 4.458792 4.220345
209 42.86417 4.457682 4.217947
210 42.67117 4.456570 4.215530
211 42.48003 4.455458 4.213094
212 42.29069 4.454344 4.210638
213 42.10315 4.453229 4.208163
214 41.91737 4.452112 4.205668
215 41.73334 4.450994 4.203154
216 41.55103 4.449875 4.200621
217 41.37041 4.448754 4.198069
218 41.19147 4.447631 4.195498
219 41.01418 4.446507 4.192908
220 40.83852 4.445380 4.190299
221 40.66446 4.444252 4.187672
222 40.49200 4.443122 4.185025
223 40.32110 4.441990 4.182361
224 40.15174 4.440857 4.179678
225 39.98391 4.439721 4.176976
226 39.81759 4.438583 4.174256
227 39.65275 4.437442 4.171519
228 39.48938 4.436300 4.168763
229 39.32747 4.435155 4.165990
